name,categoryName,website,phone,address,Suburb,state,countryCode,postalCode,location/lat,location/lng,rank,totalScore,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,cid,isAdvertisement,locatedIn,menu,neighborhood,permanentlyClosed,placeId,plusCode,price,scrapedAt,searchPageUrl,searchString,street,subTitle,temporarilyClosed,url
Hilton Melbourne Little Queen Street,Hotel,https://www.hilton.com/en/hotels/melamhi-hilton-melbourne-little-queen-street/?SEO_id=GMB-APAC-HI-MELAMHI,+61 3 9116 8888,"18 Little Queen St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8147638,144.9595096,76,4.3,222,149,29,15,18,11,Hotel,Event venue,,,,,,,,5.31E+18,FALSE,,,18 Little Queen St,FALSE,ChIJW3Tj5exd1moRi1YJgr_hu0k,"5XP5+3R Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,18 Little Queen St,,FALSE,"https://www.google.com/maps/place/Hilton+Melbourne+Little+Queen+Street/@-37.8147638,144.9595096,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65dece5e3745b:0x49bbe1bf8209568b!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8147638!4d144.9595096?hl=en"
Quest Flemington Central,Hotel,https://www.questapartments.com.au/properties/vic/flemington/quest-flemington-central/overview/,+61 3 8595 8880,"1 Ascot Vale Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.786812,144.921337,38,4.2,216,127,51,17,16,5,Hotel,Serviced accommodation,,,,,,,,1.39E+19,FALSE,,,1 Ascot Vale Rd,FALSE,ChIJVThpYAZd1moR8arLgwiYfME,"6W7C+7G Flemington, Victoria, Australia",,8/10/2022 2:48,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144422,144.881204,13z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,1 Ascot Vale Rd,,FALSE,"https://www.google.com/maps/place/Quest+Flemington+Central/@-37.786812,144.921337,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d0660693855:0xc17c980883cbaaf1!5m2!4m1!1i2!8m2!3d-37.786812!4d144.921337?hl=en"
Ink Hotel Melbourne Southbank,Hotel,https://inkhotels.com/melbourne-southbank/,+61 3 9115 7000,"167 City Rd, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8243459,144.9624645,18,4.4,193,135,29,11,12,6,Hotel,,,,,,,,,1.21E+19,FALSE,,,167 City Rd,FALSE,ChIJmbvv3axC1moRD-VAB0kYsKc,"5XG6+7X Southbank, Victoria, Australia",,8/10/2022 2:53,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,167 City Rd,,FALSE,"https://www.google.com/maps/place/Ink+Hotel+Melbourne+Southbank/@-37.8243459,144.9624645,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642acddefbb99:0xa7b018490740e50f!5m2!4m1!1i2!8m2!3d-37.8243459!4d144.9624645?hl=en"
Melbourne Marriott Hotel Docklands,Hotel,https://www.marriott.com/en-us/hotels/meldl-melbourne-marriott-hotel-docklands/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+61 3 8638 6000,"15 Waterfront Way, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8136885,144.9392881,64,4.2,190,128,23,19,6,14,Hotel,Meeting planning service,,,,,,,,1.83E+19,FALSE,Floor 0 · The District Docklands,,15 Waterfront Way,FALSE,ChIJ5U45UxBd1moR8vQTvM_Clf4,"5WPQ+GP Docklands, Victoria, Australia",,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,15 Waterfront Way,,FALSE,"https://www.google.com/maps/place/Melbourne+Marriott+Hotel+Docklands/@-37.8136885,144.9392881,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d1053394ee5:0xfe95c2cfbc13f4f2!5m2!4m1!1i2!8m2!3d-37.8136885!4d144.9392881?hl=en"
Quest on Dorcas,Hotel,https://www.questapartments.com.au/properties/vic/south-melbourne/quest-on-dorcas/overview?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=questondorcas,+61 3 9698 1500,"8 Dorcas St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.830053,144.970198,29,4.4,181,101,58,5,15,2,Hotel,Extended stay hotel,Serviced accommodation,,,,,,,1.38E+19,FALSE,,,8 Dorcas St,FALSE,ChIJi8_zwqhC1moRWSHx898vLsA,"5X9C+X3 Southbank, Victoria, Australia",,8/10/2022 2:49,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,8 Dorcas St,,FALSE,"https://www.google.com/maps/place/Quest+on+Dorcas/@-37.830053,144.970198,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642a8c2f3cf8b:0xc02e2fdff3f12159!5m2!4m1!1i2!8m2!3d-37.8300463!4d144.9701919?hl=en"
Winston Apartments,Serviced accommodation,http://www.winstonapartments.com.au/,+61 433 377 770,"568 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8183726,144.9555337,70,4,181,81,59,15,17,9,Serviced accommodation,,,,,,,,,1.76E+18,FALSE,,,568 Collins St,FALSE,ChIJUSH-CE5d1moRkiEEXRC0Xhg,"5XJ4+M6 Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,568 Collins St,,FALSE,"https://www.google.com/maps/place/Winston+Apartments/@-37.8183726,144.9555337,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4e08fe2151:0x185eb4105d042192!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8183726!4d144.9555337?hl=en"
Brady Hotels Jones Lane,Hotel,https://www.bradyhotels.com.au/jones-lane/,+61 3 8637 7000,"111 Little Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8094509,144.9685923,10,4.4,177,115,40,6,12,4,Hotel,,,,,,,,,2.83E+18,FALSE,,,111 Little Lonsdale St,FALSE,ChIJ8_CU0M5C1moRHpZ_41fdTic,"5XR9+6C Melbourne, Victoria, Australia",,8/10/2022 2:12,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,111 Little Lonsdale St,,FALSE,"https://www.google.com/maps/place/Brady+Hotels+Jones+Lane/@-37.8094509,144.9685923,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642ced094f0f3:0x274edd57e37f961e!5m2!4m1!1i2!8m2!3d-37.8094509!4d144.9685923?hl=en"
Vibe Hotel Melbourne,Hotel,https://vibehotels.com/book-accommodation/melbourne/hotel-melbourne/?utm_source=googleplaces&utm_medium=organic&utm_campaign=googleplaces&utm_content=vibe-melbourne,+61 3 9958 9100,"1 Queen St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8188225,144.9620017,41,4.4,170,114,32,10,11,3,Hotel,,,,,,,,,1.39E+19,FALSE,,,1 Queen St,FALSE,ChIJa4mlJbNC1moRCR1EEnsuTME,"5XJ6+FR Melbourne, Victoria, Australia",,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,1 Queen St,,FALSE,"https://www.google.com/maps/place/Vibe+Hotel+Melbourne/@-37.8188225,144.9620017,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642b325a5896b:0xc14c2e7b12441d09!5m2!4m1!1i2!8m2!3d-37.8188225!4d144.9620017?hl=en"
Docklands Private Collection - City Harbour,Serviced accommodation,https://www.docklandsprivatecollection.com.au/,+61 3 9642 4220,"7/198 Harbour Esplanade, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8138556,144.9447022,33,4.4,165,111,35,12,6,1,Serviced accommodation,Apartment building,Extended stay hotel,Hotel,,,,,,1.02E+19,FALSE,,,7/198 Harbour Esplanade,FALSE,ChIJG8e9gkRd1moRSlWSX641wo0,"5WPV+FV Docklands, Victoria, Australia",,8/10/2022 2:50,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,7/198 Harbour Esplanade,,FALSE,"https://www.google.com/maps/place/Docklands+Private+Collection+-+City+Harbour/@-37.8138556,144.9447022,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4482bdc71b:0x8dc235ae5f92554a!5m2!4m1!1i2!8m2!3d-37.8138556!4d144.9447022?hl=en"
Amity Apartment Hotels,Hotel,http://www.amityhotels.com.au/,+61 3 8825 3700,"27-29 Claremont St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.837103,144.9936774,13,4.4,164,100,42,3,15,4,Hotel,,,,,,,,,9.80E+18,FALSE,,,27-29 Claremont St,FALSE,ChIJY2aeqZxC1moR6M1MdH1s9Ic,"5X7V+5F South Yarra, Victoria, Australia",,8/10/2022 2:55,"https://www.google.com/maps/search/hotels+near+South+Yarra+VIC/@-37.8103515,144.908693,12z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,27-29 Claremont St,,FALSE,"https://www.google.com/maps/place/Amity+Apartment+Hotels/@-37.837103,144.9936774,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad6429ca99e6663:0x87f46c7d744ccde8!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.837103!4d144.9936774?hl=en"
Avani Melbourne Central Residences,Hotel,https://www.avanihotels.com/central-melbourne-residences?utm_source=GoogleMyBusiness&utm_medium=GMB&utm_term=CentralMelbourne&utm_content=Home&utm_campaign=Google_GMB,+61 3 8803 3670,"60 A'Beckett St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8088802,144.9614851,83,4.1,158,85,43,19,7,4,Hotel,Holiday apartment rental,Serviced accommodation,,,,,,,4.91E+18,FALSE,,,60 A'Beckett St,FALSE,ChIJNf_lM8tC1moR1sfDaDGBLUQ,"5XR6+CH Melbourne, Victoria, Australia",,8/10/2022 2:02,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,60 A'Beckett St,,FALSE,"https://www.google.com/maps/place/Avani+Melbourne+Central+Residences/@-37.8088802,144.9614851,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642cb33e5ff35:0x442d813168c3c7d6!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8089287!4d144.9615573?hl=en"
"Holiday Inn Express Melbourne Southbank, an IHG Hotel",Hotel,https://www.ihg.com/holidayinnexpress/hotels/us/en/melbourne/melms/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-AU-_-MELMS,+61 3 7505 5444,"35/47 City Rd, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8219612,144.9664341,4,4.1,152,86,35,13,11,7,Hotel,Conference center,,,,,,,,1.52E+19,FALSE,,,35/47 City Rd,FALSE,ChIJJ3SJILJC1moRAaCmVloJgtM,"5XH8+6H Southbank, Victoria, Australia",,8/10/2022 2:51,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,35/47 City Rd,,FALSE,"https://www.google.com/maps/place/Holiday+Inn+Express+Melbourne+Southbank,+an+IHG+Hotel/@-37.8219612,144.9664341,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642b220897427:0xd382095a56a6a001!5m2!4m1!1i2!8m2!3d-37.8219612!4d144.9664341?hl=en"
Carlton Lygon Lodge,Hotel,http://www.lygonlodge.com.au/,+61 468 890 055,"1/220 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.801868,144.967,3,4.1,150,79,39,10,17,5,Hotel,,,,,,,,,1.23E+19,FALSE,,,1/220 Lygon St,FALSE,ChIJgW3YfdFC1moRzimqkJdrI6s,"5XX8+7Q Carlton, Victoria, Australia",,8/10/2022 2:53,"https://www.google.com/maps/search/hotels+near+Carlton+VIC/@-37.8032476,144.9500519,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,1/220 Lygon St,,FALSE,"https://www.google.com/maps/place/Carlton+Lygon+Lodge/@-37.801868,144.967,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642d17dd86d81:0xab236b9790aa29ce!5m2!4m1!1i2!8m2!3d-37.801868!4d144.967?hl=en"
RNR Serviced Apartments,Serviced accommodation,http://www.rnrmelbourne.com.au/,+61 3 8354 9029,"139 Chetwynd St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8023931,144.952279,105,4.1,142,75,35,13,14,5,Serviced accommodation,Hotel,Motel,Self-catering accommodation,,,,,,1.40E+19,FALSE,,,139 Chetwynd St,FALSE,ChIJkUNv_DBd1moRd8F373U-xMI,"5XX2+2W North Melbourne, Victoria, Australia",,8/10/2022 2:36,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144422,144.881204,13z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,139 Chetwynd St,,FALSE,"https://www.google.com/maps/place/RNR+Serviced+Apartments/@-37.8023931,144.952279,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d30fc6f4391:0xc2c43e75ef77c177!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8023931!4d144.952279?hl=en"
Flinders Landing Apartments,Serviced accommodation,http://www.flinderslandingapartments.com.au/,+61 3 9652 3333,"161 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8160038,144.969107,90,4.1,135,73,33,14,9,6,Serviced accommodation,,,,,,,,,1.66E+19,FALSE,,,161 Flinders Ln,FALSE,ChIJiVt4SbZC1moR4EKVAxEPNeY,"5XM9+HJ Melbourne, Victoria, Australia",,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,161 Flinders Ln,,FALSE,"https://www.google.com/maps/place/Flinders+Landing+Apartments/@-37.8160038,144.969107,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642b649785b89:0xe6350f11039542e0!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8160038!4d144.969107?hl=en"
Quincy Hotel Melbourne,Hotel,https://quincymelbourne.com/?utm_source=googleplaces&utm_medium=organic&utm_campaign=googleplaces&utm_content=quincy-melbourne,+61 3 9492 7400,"509 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8195657,144.9569817,88,4.4,134,94,17,5,12,6,Hotel,,,,,,,,,5.80E+17,FALSE,,,509 Flinders Ln,FALSE,ChIJNeqfjU1d1moR-DH-1Um7DAg,"5XJ4+5Q Melbourne, Victoria, Australia",,8/10/2022 2:02,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,509 Flinders Ln,,FALSE,"https://www.google.com/maps/place/Quincy+Hotel+Melbourne/@-37.8195657,144.9569817,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4d8d9fea35:0x80cbb49d5fe31f8!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8195657!4d144.9569817?hl=en"
SoYa Apartment Hotel,Hotel,http://www.soyahotel.com.au/,+61 3 9820 0377,"4 Darling St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8383296,144.9917737,2,4.5,128,95,20,5,5,3,Hotel,Extended stay hotel,,,,,,,,1.09E+19,FALSE,,,4 Darling St,FALSE,ChIJe8vT_pxC1moRaKIhUlT7QZc,"5X6R+MP South Yarra, Victoria, Australia",,8/10/2022 2:55,"https://www.google.com/maps/search/hotels+near+South+Yarra+VIC/@-37.8103515,144.908693,12z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,4 Darling St,,FALSE,"https://www.google.com/maps/place/SoYa+Apartment+Hotel/@-37.8383296,144.9917737,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad6429cfed3cb7b:0x9741fb545221a268!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8383296!4d144.9917737?hl=en"
Zagame's House,Hotel,https://www.zagameshouse.com.au/,+61 3 9084 7777,"66 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8050872,144.9664756,40,4.5,128,100,12,5,7,4,Hotel,,,,,,,,,7.52E+18,FALSE,,,66 Lygon St,FALSE,ChIJu9Xu0R5D1moRQUiTRWQYa2g,"5XV8+XH Carlton, Victoria, Australia",,8/10/2022 2:50,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,66 Lygon St,,FALSE,"https://www.google.com/maps/place/Zagame's+House/@-37.8050872,144.9664756,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad6431ed1eed5bb:0x686b186445934841!5m2!4m1!1i2!8m2!3d-37.8051022!4d144.9663518?hl=en"
Quest Prahran,Serviced accommodation,https://www.questapartments.com.au/properties/vic/south-yarra/quest-prahran/overview?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=questprahran,+61 3 9823 8888,"9 Balmoral St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8458191,144.9909759,15,4.2,128,63,44,8,9,4,Serviced accommodation,Extended stay hotel,Hotel,,,,,,,1.76E+19,FALSE,,,9 Balmoral St,FALSE,ChIJURX8LiRo1moRIQQJzgahS_Q,"5X3R+M9 South Yarra, Victoria, Australia",,8/10/2022 2:55,"https://www.google.com/maps/search/hotels+near+South+Yarra+VIC/@-37.8103515,144.908693,12z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,9 Balmoral St,,FALSE,"https://www.google.com/maps/place/Quest+Prahran/@-37.8458191,144.9909759,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad668242efc1551:0xf44ba106ce090421!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8458191!4d144.9909759?hl=en"
Shadow Play Melbourne by Peppers,Hotel,https://all.accor.com/hotel/B456/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjA3MTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 7004 0400,"308 320 City Rd, Southbank VIC 3000, Australia",Southbank,Victoria,AU,3000,-37.827077,144.9580856,73,4.3,126,89,16,10,6,5,Hotel,,,,,,,,,9.29E+18,FALSE,,,308 320 City Rd,FALSE,ChIJAaaulWZd1moROg66Ogzl84A,"5XF5+56 Southbank, Victoria, Australia",,8/10/2022 2:39,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144422,144.881204,13z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,308 320 City Rd,,FALSE,"https://www.google.com/maps/place/Shadow+Play+Melbourne+by+Peppers/@-37.827077,144.9580856,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d6695aea601:0x80f3e50c3aba0e3a!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.827077!4d144.9580856?hl=en"
Birches Serviced Apartments,Indoor lodging,https://www.birches.com.au/,+61 3 9417 2344,"160 Simpson St, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8105772,144.9890597,7,4,122,57,35,10,15,5,Indoor accommodation,Hotel,,,,,,,,5.40E+17,FALSE,,,160 Simpson St,FALSE,ChIJ98nc3uVC1moRjYVlCdmKfgc,"5XQQ+QJ East Melbourne, Victoria, Australia",,8/10/2022 3:03,"https://www.google.com/maps/search/hotels+near+East+Melbourne+VIC/@-37.8108637,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,160 Simpson St,,FALSE,"https://www.google.com/maps/place/Birches+Serviced+Apartments/@-37.8105772,144.9890597,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642e5dedcc9f7:0x77e8ad90965858d!5m2!4m1!1i2!8m2!3d-37.8105778!4d144.9890555?hl=en"
Next Hotel Melbourne,Hotel,https://nexthotelmelbourne.com/,+61 3 9118 3333,"103 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8134213,144.9703466,52,4.6,119,94,12,6,5,2,Hotel,,,,,,,,,1.55E+19,FALSE,,,103 Little Collins St,FALSE,ChIJk6Y4LAZD1moRwkwi_c1ZxNY,"5XPC+J4 Melbourne, Victoria, Australia",,8/10/2022 2:06,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,103 Little Collins St,,FALSE,"https://www.google.com/maps/place/Next+Hotel+Melbourne/@-37.8134213,144.9703466,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad643062c38a693:0xd6c459cdfd224cc2!5m2!4m1!1i2!8m2!3d-37.8134213!4d144.9703466?hl=en"
Turnkey Accommodation,Serviced accommodation,http://www.turnkeyaccommodation.com.au/,+61 3 8615 7400,"33 Blackwood St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8006602,144.9555829,10,4.8,115,101,12,1,0,1,Serviced accommodation,,,,,,,,,1.43E+19,FALSE,Floor 0 · Body & Health Creation,,33 Blackwood St,FALSE,ChIJ9YHW-zFd1moR3LKWJuARR8Y,"5XX4+P6 North Melbourne, Victoria, Australia",,8/10/2022 2:52,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,33 Blackwood St,,FALSE,"https://www.google.com/maps/place/Turnkey+Accommodation/@-37.8006602,144.9555829,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d31fbd681f5:0xc64711e02696b2dc!5m2!4m1!1i2!8m2!3d-37.8006602!4d144.9555829?hl=en"
ACD Apartments,Hotel,http://acdapartments.com.au/,+61 3 9670 6611,"7 Caravel Ln, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8140176,144.9419352,8,4,102,52,24,14,9,3,Hotel,Serviced accommodation,,,,,,,,7.06E+18,FALSE,Boyd I Palladio I Sant'Elia,,7 Caravel Ln,FALSE,ChIJ0bV4Tl1d1moRXMOeh3HWCWI,"5WPR+9Q Docklands, Victoria, Australia",,8/10/2022 2:55,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144526,144.881204,13z/data=!3m1!4b1!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,7 Caravel Ln,,FALSE,"https://www.google.com/maps/place/ACD+Apartments/@-37.8140176,144.9419352,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d5d4e78b5d1:0x6209d671879ec35c!5m2!4m1!1i2!8m2!3d-37.8140176!4d144.9419352?hl=en"
Mövenpick Hotel Melbourne On Spencer,Hotel,https://all.accor.com/hotel/B6L9/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MjI3MDQ1ODMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9600 5400,"160 Spencer St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8174381,144.9536554,26,4.4,101,67,21,5,6,2,Hotel,,,,,,,,,6.33E+18,FALSE,,,160 Spencer St,FALSE,ChIJK2mz_fZd1moR9Slhs0zl2lc,"5XM3+2F Melbourne, Victoria, Australia",,8/10/2022 2:10,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,160 Spencer St,,FALSE,"https://www.google.com/maps/place/M%C3%B6venpick+Hotel+Melbourne+On+Spencer/@-37.8174381,144.9536554,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65df6fdb3692b:0x57dae54cb36129f5!5m2!4m1!1i2!8m2!3d-37.8174381!4d144.9536554?hl=en"
Adina Apartment Hotel Melbourne Southbank,Hotel,https://www.adinahotels.com/en/apartments/melbourne-southbank/?utm_source=googleplaces&utm_medium=organic&utm_campaign=googleplaces&utm_content=adina-melbourne-southbank,+61 3 9491 6100,"99 City Rd, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8225593,144.9647827,105,4.5,100,73,12,5,8,2,Hotel,,,,,,,,,1.69E+19,FALSE,,,99 City Rd,FALSE,ChIJ_6oZiK1C1moRnsfXcLUNoOo,"5XG7+XW Southbank, Victoria, Australia",,8/10/2022 1:59,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,99 City Rd,,FALSE,"https://www.google.com/maps/place/Adina+Apartment+Hotel+Melbourne+Southbank/@-37.8225593,144.9647827,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642ad8819aaff:0xeaa00db570d7c79e!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8225593!4d144.9647827?hl=en"
